order_id,order_placement_date,mmm_yy,customer_id,product_name,order_qty,delivery_qty
FJUN616320601,2022-06-15,Jun_22,789320,AM Tea 500,113,106
FJUN617320603,2022-06-16,Jun_22,789320,AM Tea 500,62,68
FJUN618320601,2022-06-16,Jun_22,789320,AM Tea 500,90,64
FJUN621320601,2022-06-19,Jun_22,789320,AM Tea 500,101,100
FJUN622320601,2022-06-19,Jun_22,789320,AM Tea 500,128,180
FJUN624320601,2022-06-22,Jun_22,789320,AM Tea 500,46,57
FJUN626320601,2022-06-25,Jun_22,789320,AM Tea 500,161,138
FJUN628320601,2022-06-26,Jun_22,789320,AM Tea 500,81,99
FJUL71320601,2022-06-28,Jun_22,789320,AM Tea 500,107,134
FJUN630320601,2022-06-29,Jun_22,789320,AM Tea 500,123,126
FJUL74320601,2022-07-03,Jul_22,789320,AM Tea 500,81,77
FJUL75320601,2022-07-03,Jul_22,789320,AM Tea 500,48,89
FJUL76320601,2022-07-03,Jul_22,789320,AM Tea 500,75,90
FJUL79320601,2022-07-08,Jul_22,789320,AM Tea 500,215,122
FJUL711320601,2022-07-09,Jul_22,789320,AM Tea 500,57,42
FJUL715320601,2022-07-13,Jul_22,789320,AM Tea 500,120,192
FJUL716320603,2022-07-14,Jul_22,789320,AM Tea 500,105,184
FJUL718320601,2022-07-15,Jul_22,789320,AM Tea 500,95,60
FJUL719320601,2022-07-18,Jul_22,789320,AM Tea 500,65,83
FJUL720320601,2022-07-19,Jul_22,789320,AM Tea 500,104,121
FJUL721320601,2022-07-20,Jul_22,789320,AM Tea 500,157,180
FJUL723320603,2022-07-22,Jul_22,789320,AM Tea 500,86,82
FJUL725320601,2022-07-23,Jul_22,789320,AM Tea 500,75,115
FJUL726320601,2022-07-25,Jul_22,789320,AM Tea 500,152,89
FJUL728320601,2022-07-25,Jul_22,789320,AM Tea 500,175,92
FJUL729320603,2022-07-28,Jul_22,789320,AM Tea 500,71,102
FJUL730320601,2022-07-29,Jul_22,789320,AM Tea 500,74,57
FAUG81320601,2022-07-29,Jul_22,789320,AM Tea 500,106,97
FAUG82320601,2022-07-31,Jul_22,789320,AM Tea 500,113,121
FAUG85320601,2022-08-03,Aug_22,789320,AM Tea 500,158,110
FAUG86320601,2022-08-04,Aug_22,789320,AM Tea 500,121,120
FAUG87320601,2022-08-06,Aug_22,789320,AM Tea 500,125,128
FAUG811320601,2022-08-10,Aug_22,789320,AM Tea 500,223,164
FAUG813320602,2022-08-12,Aug_22,789320,AM Tea 500,92,107
FAUG814320601,2022-08-12,Aug_22,789320,AM Tea 500,92,90
FAUG816320601,2022-08-14,Aug_22,789320,AM Tea 500,226,153
FAUG820320603,2022-08-17,Aug_22,789320,AM Tea 500,196,187
FAUG822320602,2022-08-19,Aug_22,789320,AM Tea 500,133,169
FAUG821320601,2022-08-20,Aug_22,789320,AM Tea 500,101,143
FAUG826320601,2022-08-23,Aug_22,789320,AM Tea 500,111,109
FAUG830320601,2022-08-28,Aug_22,789320,AM Tea 500,132,140
FAUG831320601,2022-08-29,Aug_22,789320,AM Tea 500,124,125
FMR34220601,2022-03-01,Mar_22,789220,AM Tea 500,85,94
FMR36220601,2022-03-04,Mar_22,789220,AM Tea 500,242,149
FMR37220601,2022-03-05,Mar_22,789220,AM Tea 500,213,161
FMR38220602,2022-03-05,Mar_22,789220,AM Tea 500,144,109
FMR311220601,2022-03-08,Mar_22,789220,AM Tea 500,206,194
FMR312220601,2022-03-10,Mar_22,789220,AM Tea 500,242,225
FMR313220601,2022-03-11,Mar_22,789220,AM Tea 500,65,85
FMR317220601,2022-03-16,Mar_22,789220,AM Tea 500,145,222
FMR321220601,2022-03-18,Mar_22,789220,AM Tea 500,133,168
FMR323220603,2022-03-20,Mar_22,789220,AM Tea 500,93,69
FMR326220601,2022-03-24,Mar_22,789220,AM Tea 500,182,182
FAP41220601,2022-03-29,Mar_22,789220,AM Tea 500,122,97
FAP42220601,2022-03-30,Mar_22,789220,AM Tea 500,56,60
FAP43220601,2022-03-31,Mar_22,789220,AM Tea 500,133,147
FAP44220601,2022-04-02,Apr_22,789220,AM Tea 500,85,80
FAP45220601,2022-04-04,Apr_22,789220,AM Tea 500,48,54
FAP47220603,2022-04-06,Apr_22,789220,AM Tea 500,86,95
FAP48220601,2022-04-06,Apr_22,789220,AM Tea 500,152,139
FAP410220601,2022-04-07,Apr_22,789220,AM Tea 500,134,113
FAP49220601,2022-04-08,Apr_22,789220,AM Tea 500,54,50
FAP413220601,2022-04-10,Apr_22,789220,AM Tea 500,157,165
FAP417220601,2022-04-16,Apr_22,789220,AM Tea 500,166,156
FAP420220601,2022-04-17,Apr_22,789220,AM Tea 500,89,81
FAP421220601,2022-04-19,Apr_22,789220,AM Tea 500,122,140
FAP425220601,2022-04-22,Apr_22,789220,AM Tea 500,105,144
FAP424220601,2022-04-23,Apr_22,789220,AM Tea 500,73,86
FAP427220601,2022-04-25,Apr_22,789220,AM Tea 500,144,166
FAP430220601,2022-04-27,Apr_22,789220,AM Tea 500,101,111
FAP429220601,2022-04-28,Apr_22,789220,AM Tea 500,179,218
FMY53220603,2022-05-01,May_22,789220,AM Tea 500,210,140
FMY54220601,2022-05-02,May_22,789220,AM Tea 500,71,58
FMY55220601,2022-05-02,May_22,789220,AM Tea 500,112,164
FMY510220601,2022-05-07,May_22,789220,AM Tea 500,82,147
FMY512220601,2022-05-10,May_22,789220,AM Tea 500,64,81
FMY515220601,2022-05-13,May_22,789220,AM Tea 500,113,213
FMY521220603,2022-05-18,May_22,789220,AM Tea 500,174,120
FMY520220602,2022-05-19,May_22,789220,AM Tea 500,278,184
FMY522220601,2022-05-21,May_22,789220,AM Tea 500,132,199
FMY523220601,2022-05-21,May_22,789220,AM Tea 500,131,85
FMY524220601,2022-05-23,May_22,789220,AM Tea 500,118,86
FMY526220601,2022-05-24,May_22,789220,AM Tea 500,60,102
FMY528220601,2022-05-26,May_22,789220,AM Tea 500,193,124
FMY529220601,2022-05-28,May_22,789220,AM Tea 500,118,196
FMY530220601,2022-05-28,May_22,789220,AM Tea 500,53,81
FJUN61220601,2022-05-29,May_22,789220,AM Tea 500,169,93
FJUN62220603,2022-05-30,May_22,789220,AM Tea 500,62,41
FJUN65220603,2022-06-02,Jun_22,789220,AM Tea 500,108,96
FJUN66220601,2022-06-03,Jun_22,789220,AM Tea 500,86,87
FJUN67220603,2022-06-06,Jun_22,789220,AM Tea 500,76,126
FJUN69220601,2022-06-08,Jun_22,789220,AM Tea 500,125,130
FJUN612220602,2022-06-11,Jun_22,789220,AM Tea 500,105,85
FJUN613220601,2022-06-12,Jun_22,789220,AM Tea 500,88,54
FJUN616220601,2022-06-14,Jun_22,789220,AM Tea 500,97,136
FJUN617220601,2022-06-16,Jun_22,789220,AM Tea 500,141,163
FJUN618220603,2022-06-16,Jun_22,789220,AM Tea 500,172,172
FJUN619220602,2022-06-16,Jun_22,789220,AM Tea 500,177,219
FJUN620220601,2022-06-17,Jun_22,789220,AM Tea 500,93,106
FJUN623220602,2022-06-21,Jun_22,789220,AM Tea 500,174,120
FJUN625220601,2022-06-22,Jun_22,789220,AM Tea 500,64,65
FJUL74220601,2022-07-01,Jul_22,789220,AM Tea 500,168,157
FJUL76220602,2022-07-05,Jul_22,789220,AM Tea 500,126,115
FJUL78220602,2022-07-06,Jul_22,789220,AM Tea 500,99,131
FJUL79220601,2022-07-08,Jul_22,789220,AM Tea 500,165,156
FJUL711220601,2022-07-10,Jul_22,789220,AM Tea 500,46,41
FJUL716220601,2022-07-13,Jul_22,789220,AM Tea 500,174,151
FJUL718220603,2022-07-15,Jul_22,789220,AM Tea 500,64,35
FJUL719220601,2022-07-18,Jul_22,789220,AM Tea 500,82,85
FJUL720220601,2022-07-19,Jul_22,789220,AM Tea 500,223,135
FJUL722220601,2022-07-19,Jul_22,789220,AM Tea 500,116,92
FJUL721220601,2022-07-20,Jul_22,789220,AM Tea 500,232,201
FJUL723220602,2022-07-22,Jul_22,789220,AM Tea 500,179,287
FJUL726220601,2022-07-23,Jul_22,789220,AM Tea 500,90,149
FJUL728220601,2022-07-27,Jul_22,789220,AM Tea 500,145,57
FAUG82220602,2022-07-30,Jul_22,789220,AM Tea 500,59,36
FAUG83220601,2022-08-02,Aug_22,789220,AM Tea 500,83,87
FAUG84220601,2022-08-02,Aug_22,789220,AM Tea 500,79,79
FAUG85220601,2022-08-03,Aug_22,789220,AM Tea 500,145,122
FAUG86220601,2022-08-03,Aug_22,789220,AM Tea 500,47,54
FAUG87220601,2022-08-06,Aug_22,789220,AM Tea 500,67,78
FAUG89220601,2022-08-07,Aug_22,789220,AM Tea 500,84,104
FAUG810220602,2022-08-07,Aug_22,789220,AM Tea 500,133,139
FAUG812220603,2022-08-09,Aug_22,789220,AM Tea 500,56,69
FAUG813220601,2022-08-11,Aug_22,789220,AM Tea 500,153,147
FAUG816220601,2022-08-13,Aug_22,789220,AM Tea 500,169,95
FAUG821220601,2022-08-19,Aug_22,789220,AM Tea 500,119,167
FAUG823220603,2022-08-22,Aug_22,789220,AM Tea 500,162,114
FAUG825220603,2022-08-22,Aug_22,789220,AM Tea 500,109,137
FAUG828220601,2022-08-26,Aug_22,789220,AM Tea 500,92,114
FAUG831220601,2022-08-30,Aug_22,789220,AM Tea 500,113,109
FMR33703601,2022-03-02,Mar_22,789703,AM Tea 500,87,135
FMR34703601,2022-03-02,Mar_22,789703,AM Tea 500,123,120
FMR36703601,2022-03-03,Mar_22,789703,AM Tea 500,120,156
FMR35703601,2022-03-04,Mar_22,789703,AM Tea 500,70,47
FMR37703601,2022-03-05,Mar_22,789703,AM Tea 500,169,194
FMR38703603,2022-03-06,Mar_22,789703,AM Tea 500,63,80
FMR39703601,2022-03-07,Mar_22,789703,AM Tea 500,77,83
FMR314703601,2022-03-11,Mar_22,789703,AM Tea 500,165,192
FMR315703601,2022-03-12,Mar_22,789703,AM Tea 500,151,207
FMR317703601,2022-03-15,Mar_22,789703,AM Tea 500,88,85
FMR318703601,2022-03-17,Mar_22,789703,AM Tea 500,83,79
FMR320703601,2022-03-18,Mar_22,789703,AM Tea 500,142,161
FMR322703601,2022-03-19,Mar_22,789703,AM Tea 500,95,104
FMR323703601,2022-03-21,Mar_22,789703,AM Tea 500,181,137
FMR324703601,2022-03-22,Mar_22,789703,AM Tea 500,162,145
FMR325703602,2022-03-22,Mar_22,789703,AM Tea 500,197,161
FMR326703601,2022-03-24,Mar_22,789703,AM Tea 500,125,172
FMR327703603,2022-03-24,Mar_22,789703,AM Tea 500,135,107
FMR328703601,2022-03-25,Mar_22,789703,AM Tea 500,78,85
FAP43703601,2022-03-31,Mar_22,789703,AM Tea 500,88,136
FAP44703601,2022-04-02,Apr_22,789703,AM Tea 500,190,164
FAP45703601,2022-04-02,Apr_22,789703,AM Tea 500,191,208
FAP46703601,2022-04-04,Apr_22,789703,AM Tea 500,106,143
FAP47703601,2022-04-05,Apr_22,789703,AM Tea 500,58,56
FAP410703601,2022-04-09,Apr_22,789703,AM Tea 500,168,127
FAP414703601,2022-04-13,Apr_22,789703,AM Tea 500,103,116
FAP415703603,2022-04-14,Apr_22,789703,AM Tea 500,139,174
FAP416703602,2022-04-14,Apr_22,789703,AM Tea 500,110,64
FAP417703601,2022-04-14,Apr_22,789703,AM Tea 500,233,211
FAP420703601,2022-04-18,Apr_22,789703,AM Tea 500,128,97
FAP421703601,2022-04-19,Apr_22,789703,AM Tea 500,106,95
FAP423703601,2022-04-21,Apr_22,789703,AM Tea 500,161,140
FAP424703601,2022-04-22,Apr_22,789703,AM Tea 500,79,73
FAP426703601,2022-04-23,Apr_22,789703,AM Tea 500,184,161
FAP427703603,2022-04-24,Apr_22,789703,AM Tea 500,55,69
FAP429703601,2022-04-28,Apr_22,789703,AM Tea 500,48,50
FAP430703601,2022-04-29,Apr_22,789703,AM Tea 500,198,214
FMY55703603,2022-05-04,May_22,789703,AM Tea 500,123,90
FMY56703601,2022-05-04,May_22,789703,AM Tea 500,70,120
FMY57703601,2022-05-05,May_22,789703,AM Tea 500,118,186
FMY58703602,2022-05-07,May_22,789703,AM Tea 500,36,68
FMY510703601,2022-05-09,May_22,789703,AM Tea 500,77,78
FMY512703601,2022-05-11,May_22,789703,AM Tea 500,90,162
FMY513703601,2022-05-12,May_22,789703,AM Tea 500,294,170
FMY514703601,2022-05-13,May_22,789703,AM Tea 500,243,199
FMY516703601,2022-05-15,May_22,789703,AM Tea 500,161,157
FMY518703601,2022-05-15,May_22,789703,AM Tea 500,117,111
FMY517703603,2022-05-16,May_22,789703,AM Tea 500,129,216
FMY519703601,2022-05-17,May_22,789703,AM Tea 500,194,117
FMY521703601,2022-05-19,May_22,789703,AM Tea 500,87,144
FMY522703601,2022-05-19,May_22,789703,AM Tea 500,162,103
FMY523703601,2022-05-22,May_22,789703,AM Tea 500,61,69
FMY524703601,2022-05-23,May_22,789703,AM Tea 500,212,175
FMY525703601,2022-05-24,May_22,789703,AM Tea 500,45,58
FMY531703601,2022-05-29,May_22,789703,AM Tea 500,229,183
FJUN61703601,2022-05-30,May_22,789703,AM Tea 500,294,186
FJUN62703601,2022-05-30,May_22,789703,AM Tea 500,97,64
FJUN63703603,2022-05-31,May_22,789703,AM Tea 500,127,156
FJUN65703601,2022-06-02,Jun_22,789703,AM Tea 500,70,39
FJUN611703601,2022-06-09,Jun_22,789703,AM Tea 500,186,132
FJUN614703601,2022-06-13,Jun_22,789703,AM Tea 500,211,240
FJUN617703601,2022-06-16,Jun_22,789703,AM Tea 500,195,141
FJUN618703601,2022-06-16,Jun_22,789703,AM Tea 500,98,142
FJUN619703601,2022-06-18,Jun_22,789703,AM Tea 500,122,122
FJUN621703601,2022-06-19,Jun_22,789703,AM Tea 500,144,90
FJUN622703601,2022-06-21,Jun_22,789703,AM Tea 500,111,111
FJUN625703601,2022-06-22,Jun_22,789703,AM Tea 500,80,97
FJUN624703601,2022-06-23,Jun_22,789703,AM Tea 500,84,98
FJUN628703601,2022-06-27,Jun_22,789703,AM Tea 500,75,90
FJUN629703601,2022-06-28,Jun_22,789703,AM Tea 500,126,199
FJUN630703601,2022-06-29,Jun_22,789703,AM Tea 500,143,147
FJUL71703603,2022-06-29,Jun_22,789703,AM Tea 500,203,232
FJUL72703601,2022-06-30,Jun_22,789703,AM Tea 500,43,44
FJUL73703601,2022-07-02,Jul_22,789703,AM Tea 500,154,103
FJUL74703602,2022-07-02,Jul_22,789703,AM Tea 500,79,51
FJUL75703601,2022-07-03,Jul_22,789703,AM Tea 500,192,95
FJUL77703602,2022-07-04,Jul_22,789703,AM Tea 500,66,87
FJUL78703601,2022-07-07,Jul_22,789703,AM Tea 500,81,65
FJUL79703601,2022-07-07,Jul_22,789703,AM Tea 500,245,145
FJUL711703601,2022-07-08,Jul_22,789703,AM Tea 500,110,117
FJUL720703601,2022-07-17,Jul_22,789703,AM Tea 500,93,124
FJUL724703601,2022-07-22,Jul_22,789703,AM Tea 500,65,62
FJUL726703601,2022-07-23,Jul_22,789703,AM Tea 500,251,126
FJUL725703602,2022-07-24,Jul_22,789703,AM Tea 500,91,100
FJUL729703602,2022-07-26,Jul_22,789703,AM Tea 500,86,136
FJUL730703601,2022-07-27,Jul_22,789703,AM Tea 500,206,225
FJUL731703603,2022-07-28,Jul_22,789703,AM Tea 500,189,209
FAUG82703601,2022-07-31,Jul_22,789703,AM Tea 500,122,89
FAUG85703603,2022-08-03,Aug_22,789703,AM Tea 500,86,86
FAUG87703601,2022-08-05,Aug_22,789703,AM Tea 500,144,144
FAUG89703603,2022-08-07,Aug_22,789703,AM Tea 500,159,160
FAUG812703601,2022-08-10,Aug_22,789703,AM Tea 500,52,80
FAUG813703601,2022-08-12,Aug_22,789703,AM Tea 500,166,205
FAUG815703601,2022-08-12,Aug_22,789703,AM Tea 500,91,131
FAUG814703601,2022-08-13,Aug_22,789703,AM Tea 500,103,61
FAUG816703602,2022-08-14,Aug_22,789703,AM Tea 500,129,121
FAUG820703601,2022-08-18,Aug_22,789703,AM Tea 500,210,169
FAUG821703601,2022-08-19,Aug_22,789703,AM Tea 500,93,82
FAUG822703601,2022-08-19,Aug_22,789703,AM Tea 500,168,204
FAUG825703601,2022-08-24,Aug_22,789703,AM Tea 500,111,136
FAUG826703601,2022-08-25,Aug_22,789703,AM Tea 500,91,102
FAUG831703602,2022-08-30,Aug_22,789703,AM Tea 500,40,55
FMR34721601,2022-03-02,Mar_22,789721,AM Tea 500,170,172
FMR35721601,2022-03-04,Mar_22,789721,AM Tea 500,106,135
FMR38721601,2022-03-05,Mar_22,789721,AM Tea 500,49,70
FMR37721601,2022-03-06,Mar_22,789721,AM Tea 500,52,65
FMR39721601,2022-03-06,Mar_22,789721,AM Tea 500,140,81
FMR311721601,2022-03-10,Mar_22,789721,AM Tea 500,53,45
FMR312721603,2022-03-10,Mar_22,789721,AM Tea 500,251,208
FMR313721601,2022-03-12,Mar_22,789721,AM Tea 500,112,105
FMR314721601,2022-03-12,Mar_22,789721,AM Tea 500,118,92
FMR316721603,2022-03-15,Mar_22,789721,AM Tea 500,62,73
FMR318721601,2022-03-17,Mar_22,789721,AM Tea 500,138,115
FMR320721601,2022-03-18,Mar_22,789721,AM Tea 500,143,142
FMR322721602,2022-03-19,Mar_22,789721,AM Tea 500,92,101
FMR324721602,2022-03-22,Mar_22,789721,AM Tea 500,103,105
FMR325721601,2022-03-22,Mar_22,789721,AM Tea 500,152,165
FMR327721601,2022-03-24,Mar_22,789721,AM Tea 500,237,192
FMR328721601,2022-03-27,Mar_22,789721,AM Tea 500,46,46
FMR331721601,2022-03-28,Mar_22,789721,AM Tea 500,204,185
FAP41721603,2022-03-31,Mar_22,789721,AM Tea 500,182,114
FAP43721601,2022-03-31,Mar_22,789721,AM Tea 500,78,83
FAP42721601,2022-04-01,Apr_22,789721,AM Tea 500,78,70
FAP44721601,2022-04-03,Apr_22,789721,AM Tea 500,176,141
FAP45721601,2022-04-03,Apr_22,789721,AM Tea 500,107,97
FAP46721601,2022-04-03,Apr_22,789721,AM Tea 500,194,241
FAP47721601,2022-04-04,Apr_22,789721,AM Tea 500,107,87
FAP49721601,2022-04-06,Apr_22,789721,AM Tea 500,159,193
FAP410721601,2022-04-09,Apr_22,789721,AM Tea 500,85,100
FAP411721601,2022-04-09,Apr_22,789721,AM Tea 500,80,68
FAP412721602,2022-04-09,Apr_22,789721,AM Tea 500,118,88
FAP414721601,2022-04-11,Apr_22,789721,AM Tea 500,155,130
FAP415721601,2022-04-14,Apr_22,789721,AM Tea 500,109,98
FAP416721601,2022-04-14,Apr_22,789721,AM Tea 500,92,54
FAP419721601,2022-04-18,Apr_22,789721,AM Tea 500,173,140
